Datetime;Global_active_power;Sub_metering_1;Sub_metering_2;Sub_metering_3
2010-07-28 04:04:00;0.328;0.0;2.0;1.0
2010-07-28 04:05:00;0.272;0.0;1.0;0.0
2010-07-28 04:06:00;0.234;0.0;1.0;1.0
2010-07-28 04:07:00;0.234;0.0;1.0;1.0
2010-07-28 04:08:00;0.234;0.0;2.0;0.0
2010-07-28 04:09:00;0.234;0.0;1.0;1.0
2010-07-28 04:10:00;0.232;0.0;1.0;1.0
2010-07-28 04:11:00;0.232;0.0;1.0;0.0
2010-07-28 04:12:00;0.296;0.0;1.0;1.0
2010-07-28 04:13:00;0.276;0.0;1.0;1.0
2010-07-28 04:14:00;0.236;0.0;0.0;0.0
2010-07-28 04:15:00;0.236;0.0;0.0;1.0
2010-07-28 04:16:00;0.718;0.0;0.0;8.0
2010-07-28 04:17:00;0.894;0.0;0.0;11.0
2010-07-28 04:18:00;0.924;0.0;0.0;12.0
2010-07-28 04:19:00;0.938;0.0;0.0;13.0
2010-07-28 04:20:00;0.942;0.0;0.0;12.0
2010-07-28 04:21:00;0.53;0.0;0.0;7.0
2010-07-28 04:22:00;0.228;0.0;0.0;1.0
2010-07-28 04:23:00;0.168;0.0;0.0;0.0
2010-07-28 04:24:00;0.158;0.0;0.0;1.0
2010-07-28 04:25:00;0.158;0.0;0.0;1.0
2010-07-28 04:26:00;0.158;0.0;0.0;0.0
2010-07-28 04:27:00;0.158;0.0;0.0;1.0
2010-07-28 04:28:00;0.158;0.0;0.0;1.0
2010-07-28 04:29:00;0.158;0.0;0.0;0.0
2010-07-28 04:30:00;0.262;0.0;0.0;1.0
2010-07-28 04:31:00;0.266;0.0;0.0;1.0
2010-07-28 04:32:00;0.264;0.0;0.0;0.0
2010-07-28 04:33:00;0.262;0.0;0.0;1.0
2010-07-28 04:34:00;0.26;0.0;0.0;1.0
2010-07-28 04:35:00;0.26;0.0;0.0;0.0
2010-07-28 04:36:00;0.258;0.0;0.0;1.0
2010-07-28 04:37:00;0.256;0.0;0.0;0.0
2010-07-28 04:38:00;0.256;0.0;0.0;1.0
2010-07-28 04:39:00;0.256;0.0;0.0;1.0
2010-07-28 04:40:00;0.254;0.0;0.0;0.0
2010-07-28 04:41:00;0.252;0.0;0.0;1.0
2010-07-28 04:42:00;0.252;0.0;0.0;1.0
2010-07-28 04:43:00;0.252;0.0;0.0;0.0
2010-07-28 04:44:00;0.252;0.0;0.0;1.0
2010-07-28 04:45:00;0.252;0.0;0.0;1.0
2010-07-28 04:46:00;0.252;0.0;0.0;0.0
2010-07-28 04:47:00;0.25;0.0;0.0;1.0
2010-07-28 04:48:00;0.25;0.0;0.0;1.0
2010-07-28 04:49:00;0.25;0.0;0.0;0.0
2010-07-28 04:50:00;0.282;0.0;0.0;1.0
2010-07-28 04:51:00;0.234;0.0;0.0;0.0
2010-07-28 04:52:00;0.234;0.0;0.0;1.0
2010-07-28 04:53:00;0.234;0.0;0.0;1.0
2010-07-28 04:54:00;0.232;0.0;0.0;0.0
2010-07-28 04:55:00;0.23;0.0;0.0;1.0
2010-07-28 04:56:00;0.23;0.0;0.0;1.0
2010-07-28 04:57:00;0.228;0.0;0.0;0.0
2010-07-28 04:58:00;0.228;0.0;0.0;1.0
2010-07-28 04:59:00;0.228;0.0;0.0;1.0
2010-07-28 05:00:00;0.226;0.0;0.0;0.0
2010-07-28 05:01:00;0.17;0.0;0.0;1.0
2010-07-28 05:02:00;0.156;0.0;0.0;0.0
2010-07-28 05:03:00;0.156;0.0;0.0;1.0
2010-07-28 05:04:00;0.156;0.0;0.0;1.0
2010-07-28 05:05:00;0.156;0.0;0.0;0.0
2010-07-28 05:06:00;0.156;0.0;0.0;1.0
2010-07-28 05:07:00;0.156;0.0;0.0;1.0
2010-07-28 05:08:00;0.156;0.0;0.0;0.0
2010-07-28 05:09:00;0.156;0.0;0.0;1.0
2010-07-28 05:10:00;0.158;0.0;0.0;1.0
2010-07-28 05:11:00;0.156;0.0;0.0;0.0
2010-07-28 05:12:00;0.158;0.0;0.0;1.0
2010-07-28 05:13:00;0.156;0.0;0.0;1.0
2010-07-28 05:14:00;0.156;0.0;0.0;0.0
2010-07-28 05:15:00;0.226;0.0;0.0;1.0
2010-07-28 05:16:00;0.3;0.0;0.0;1.0
2010-07-28 05:17:00;0.914;0.0;0.0;11.0
2010-07-28 05:18:00;0.928;0.0;0.0;11.0
2010-07-28 05:19:00;0.958;0.0;0.0;13.0
2010-07-28 05:20:00;0.966;0.0;0.0;12.0
2010-07-28 05:21:00;0.97;0.0;0.0;13.0
2010-07-28 05:22:00;0.522;0.0;0.0;6.0
2010-07-28 05:23:00;0.254;0.0;0.0;0.0
2010-07-28 05:24:00;0.254;0.0;0.0;1.0
2010-07-28 05:25:00;0.252;0.0;0.0;1.0
2010-07-28 05:26:00;0.252;0.0;0.0;0.0
2010-07-28 05:27:00;0.252;0.0;0.0;1.0
2010-07-28 05:28:00;0.31;0.0;0.0;0.0
2010-07-28 05:29:00;0.328;0.0;0.0;1.0
2010-07-28 05:30:00;0.328;0.0;0.0;1.0
2010-07-28 05:31:00;0.328;0.0;0.0;0.0
2010-07-28 05:32:00;0.366;0.0;0.0;1.0
2010-07-28 05:33:00;0.412;0.0;1.0;1.0
2010-07-28 05:34:00;0.41;0.0;2.0;0.0
2010-07-28 05:35:00;0.384;0.0;1.0;1.0
2010-07-28 05:36:00;0.316;0.0;1.0;1.0
2010-07-28 05:37:00;0.316;0.0;2.0;0.0
2010-07-28 05:38:00;0.314;0.0;1.0;1.0
2010-07-28 05:39:00;0.286;0.0;2.0;1.0
2010-07-28 05:40:00;0.246;0.0;1.0;0.0
2010-07-28 05:41:00;0.244;0.0;2.0;1.0
2010-07-28 05:42:00;0.242;0.0;1.0;0.0
2010-07-28 05:43:00;0.244;0.0;2.0;1.0
2010-07-28 05:44:00;0.242;0.0;1.0;1.0
2010-07-28 05:45:00;0.242;0.0;1.0;0.0
2010-07-28 05:46:00;0.24;0.0;2.0;1.0
2010-07-28 05:47:00;0.24;0.0;1.0;1.0
2010-07-28 05:48:00;0.238;0.0;2.0;0.0
2010-07-28 05:49:00;0.238;0.0;1.0;1.0
2010-07-28 05:50:00;0.236;0.0;1.0;1.0
2010-07-28 05:51:00;0.236;0.0;1.0;0.0
2010-07-28 05:52:00;0.236;0.0;2.0;1.0
2010-07-28 05:53:00;0.234;0.0;1.0;0.0
2010-07-28 05:54:00;0.234;0.0;1.0;1.0
2010-07-28 05:55:00;0.234;0.0;2.0;1.0
2010-07-28 05:56:00;0.234;0.0;1.0;0.0
2010-07-28 05:57:00;0.232;0.0;1.0;1.0
2010-07-28 05:58:00;0.232;0.0;1.0;1.0
2010-07-28 05:59:00;0.232;0.0;2.0;0.0
2010-07-28 06:00:00;0.282;0.0;1.0;1.0
2010-07-28 06:01:00;0.344;0.0;1.0;1.0
2010-07-28 06:02:00;0.342;0.0;1.0;0.0
2010-07-28 06:03:00;0.288;0.0;1.0;1.0
2010-07-28 06:04:00;0.264;0.0;0.0;1.0
2010-07-28 06:05:00;0.26;0.0;0.0;0.0
2010-07-28 06:06:00;0.276;0.0;0.0;1.0
2010-07-28 06:07:00;0.336;0.0;0.0;1.0
2010-07-28 06:08:00;0.334;0.0;0.0;0.0
2010-07-28 06:09:00;0.332;0.0;0.0;1.0
2010-07-28 06:10:00;0.33;0.0;0.0;0.0
2010-07-28 06:11:00;0.328;0.0;0.0;1.0
2010-07-28 06:12:00;0.326;0.0;0.0;1.0
2010-07-28 06:13:00;0.326;0.0;0.0;0.0
2010-07-28 06:14:00;0.324;0.0;0.0;1.0
2010-07-28 06:15:00;0.322;0.0;0.0;1.0
2010-07-28 06:16:00;0.32;0.0;0.0;0.0
2010-07-28 06:17:00;0.318;0.0;0.0;1.0
2010-07-28 06:18:00;0.252;0.0;0.0;1.0
2010-07-28 06:19:00;0.29;0.0;0.0;0.0
2010-07-28 06:20:00;0.902;0.0;0.0;11.0
2010-07-28 06:21:00;0.828;0.0;0.0;12.0
2010-07-28 06:22:00;0.86;0.0;0.0;13.0
2010-07-28 06:23:00;0.87;0.0;0.0;12.0
2010-07-28 06:24:00;0.876;0.0;0.0;13.0
2010-07-28 06:25:00;0.472;0.0;0.0;7.0
2010-07-28 06:26:00;0.158;0.0;0.0;0.0
2010-07-28 06:27:00;0.158;0.0;0.0;1.0
2010-07-28 06:28:00;0.156;0.0;0.0;0.0
2010-07-28 06:29:00;0.156;0.0;0.0;1.0
2010-07-28 06:30:00;0.156;0.0;0.0;1.0
2010-07-28 06:31:00;0.156;0.0;0.0;0.0
2010-07-28 06:32:00;0.156;0.0;0.0;1.0
2010-07-28 06:33:00;0.156;0.0;0.0;1.0
2010-07-28 06:34:00;0.156;0.0;0.0;0.0
2010-07-28 06:35:00;0.156;0.0;0.0;1.0
2010-07-28 06:36:00;0.156;0.0;0.0;1.0
2010-07-28 06:37:00;0.156;0.0;0.0;0.0
2010-07-28 06:38:00;0.158;0.0;0.0;1.0
2010-07-28 06:39:00;0.156;0.0;0.0;1.0
2010-07-28 06:40:00;0.156;0.0;0.0;0.0
2010-07-28 06:41:00;0.156;0.0;0.0;1.0
2010-07-28 06:42:00;0.156;0.0;0.0;1.0
2010-07-28 06:43:00;0.156;0.0;0.0;0.0
2010-07-28 06:44:00;0.156;0.0;0.0;1.0
2010-07-28 06:45:00;0.262;0.0;0.0;0.0
2010-07-28 06:46:00;0.344;0.0;0.0;1.0
2010-07-28 06:47:00;0.344;0.0;0.0;1.0
2010-07-28 06:48:00;0.344;0.0;0.0;0.0
2010-07-28 06:49:00;0.344;0.0;0.0;1.0
2010-07-28 06:50:00;0.342;0.0;0.0;1.0
2010-07-28 06:51:00;0.408;0.0;0.0;0.0
2010-07-28 06:52:00;0.44;0.0;0.0;1.0
2010-07-28 06:53:00;1.546;0.0;0.0;17.0
2010-07-28 06:54:00;1.532;0.0;0.0;19.0
2010-07-28 06:55:00;1.5;0.0;0.0;19.0
2010-07-28 06:56:00;1.438;0.0;0.0;18.0
2010-07-28 06:57:00;1.426;0.0;0.0;19.0
2010-07-28 06:58:00;1.424;0.0;0.0;18.0
2010-07-28 06:59:00;1.414;0.0;0.0;18.0
2010-07-28 07:00:00;1.414;0.0;0.0;18.0
2010-07-28 07:01:00;1.412;0.0;0.0;18.0
2010-07-28 07:02:00;1.404;0.0;0.0;18.0
2010-07-28 07:03:00;1.406;0.0;0.0;19.0
2010-07-28 07:04:00;1.414;0.0;0.0;18.0
2010-07-28 07:05:00;1.408;0.0;0.0;18.0
2010-07-28 07:06:00;1.342;0.0;0.0;18.0
2010-07-28 07:07:00;1.31;0.0;0.0;18.0
2010-07-28 07:08:00;1.31;0.0;0.0;18.0
2010-07-28 07:09:00;1.31;0.0;0.0;18.0
2010-07-28 07:10:00;1.306;0.0;0.0;18.0
2010-07-28 07:11:00;1.272;0.0;0.0;18.0
2010-07-28 07:12:00;1.204;0.0;0.0;18.0
2010-07-28 07:13:00;2.03;0.0;0.0;27.0
2010-07-28 07:14:00;2.182;0.0;0.0;28.0
2010-07-28 07:15:00;2.206;0.0;0.0;29.0
2010-07-28 07:16:00;2.218;0.0;0.0;30.0
2010-07-28 07:17:00;2.224;0.0;0.0;29.0
2010-07-28 07:18:00;2.23;0.0;0.0;30.0
2010-07-28 07:19:00;1.684;0.0;0.0;21.0
2010-07-28 07:20:00;1.558;0.0;0.0;18.0
2010-07-28 07:21:00;1.564;0.0;0.0;19.0
2010-07-28 07:22:00;1.64;0.0;0.0;18.0
2010-07-28 07:23:00;1.72;0.0;1.0;18.0
2010-07-28 07:24:00;1.718;0.0;1.0;18.0
2010-07-28 07:25:00;1.71;0.0;2.0;18.0
2010-07-28 07:26:00;1.714;0.0;1.0;19.0
2010-07-28 07:27:00;1.714;0.0;2.0;18.0
2010-07-28 07:28:00;1.478;0.0;1.0;18.0
2010-07-28 07:29:00;1.552;0.0;1.0;19.0
2010-07-28 07:30:00;1.652;0.0;2.0;18.0
2010-07-28 07:31:00;1.754;0.0;1.0;18.0
2010-07-28 07:32:00;1.762;0.0;2.0;18.0
2010-07-28 07:33:00;1.756;0.0;1.0;18.0
2010-07-28 07:34:00;1.752;0.0;2.0;18.0
2010-07-28 07:35:00;1.89;0.0;1.0;18.0
2010-07-28 07:36:00;1.804;0.0;1.0;18.0
2010-07-28 07:37:00;1.676;0.0;2.0;18.0
2010-07-28 07:38:00;1.524;0.0;1.0;19.0
2010-07-28 07:39:00;1.39;0.0;2.0;18.0
2010-07-28 07:40:00;1.496;0.0;1.0;17.0
2010-07-28 07:41:00;1.456;0.0;1.0;18.0
2010-07-28 07:42:00;1.366;0.0;2.0;18.0
2010-07-28 07:43:00;1.376;0.0;1.0;18.0
2010-07-28 07:44:00;1.378;0.0;1.0;18.0
2010-07-28 07:45:00;1.374;0.0;1.0;18.0
2010-07-28 07:46:00;1.368;0.0;2.0;18.0
2010-07-28 07:47:00;1.37;0.0;1.0;18.0
2010-07-28 07:48:00;1.368;0.0;1.0;18.0
2010-07-28 07:49:00;1.37;0.0;1.0;19.0
2010-07-28 07:50:00;1.37;0.0;2.0;18.0
2010-07-28 07:51:00;1.334;0.0;1.0;18.0
2010-07-28 07:52:00;1.286;0.0;1.0;18.0
2010-07-28 07:53:00;1.286;0.0;1.0;18.0
2010-07-28 07:54:00;1.28;0.0;2.0;18.0
2010-07-28 07:55:00;1.276;0.0;1.0;18.0
2010-07-28 07:56:00;1.208;0.0;0.0;18.0
