Datetime;Global_active_power;Sub_metering_1;Sub_metering_2;Sub_metering_3
2009-06-06 12:04:00;1.066;0.0;1.0;11.0
2009-06-06 12:05:00;1.084;0.0;2.0;11.0
2009-06-06 12:06:00;1.11;0.0;1.0;12.0
2009-06-06 12:07:00;1.114;0.0;1.0;11.0
2009-06-06 12:08:00;1.11;0.0;2.0;12.0
2009-06-06 12:09:00;0.53;0.0;1.0;3.0
2009-06-06 12:10:00;0.448;0.0;2.0;0.0
2009-06-06 12:11:00;0.446;0.0;1.0;1.0
2009-06-06 12:12:00;0.412;0.0;1.0;1.0
2009-06-06 12:13:00;0.36;0.0;1.0;0.0
2009-06-06 12:14:00;0.358;0.0;2.0;1.0
2009-06-06 12:15:00;0.354;0.0;1.0;0.0
2009-06-06 12:16:00;0.35;0.0;1.0;1.0
2009-06-06 12:17:00;0.356;0.0;2.0;1.0
2009-06-06 12:18:00;0.352;0.0;1.0;0.0
2009-06-06 12:19:00;0.352;0.0;1.0;1.0
2009-06-06 12:20:00;0.356;0.0;1.0;1.0
2009-06-06 12:21:00;0.36;0.0;2.0;0.0
2009-06-06 12:22:00;0.348;0.0;1.0;1.0
2009-06-06 12:23:00;0.35;0.0;1.0;1.0
2009-06-06 12:24:00;0.32;0.0;1.0;0.0
2009-06-06 12:25:00;0.286;0.0;0.0;1.0
2009-06-06 12:26:00;0.282;0.0;0.0;1.0
2009-06-06 12:27:00;0.308;0.0;0.0;0.0
2009-06-06 12:28:00;0.386;0.0;0.0;1.0
2009-06-06 12:29:00;0.384;0.0;0.0;1.0
2009-06-06 12:30:00;0.382;0.0;0.0;0.0
2009-06-06 12:31:00;0.458;0.0;0.0;1.0
2009-06-06 12:32:00;0.466;0.0;0.0;1.0
2009-06-06 12:33:00;0.46;0.0;0.0;0.0
2009-06-06 12:34:00;0.456;0.0;0.0;1.0
2009-06-06 12:35:00;0.452;0.0;0.0;1.0
2009-06-06 12:36:00;0.448;0.0;0.0;0.0
2009-06-06 12:37:00;0.45;0.0;0.0;1.0
2009-06-06 12:38:00;0.452;0.0;0.0;1.0
2009-06-06 12:39:00;0.45;0.0;0.0;0.0
2009-06-06 12:40:00;0.448;0.0;0.0;1.0
2009-06-06 12:41:00;0.444;0.0;0.0;1.0
2009-06-06 12:42:00;0.442;0.0;0.0;0.0
2009-06-06 12:43:00;0.438;0.0;0.0;1.0
2009-06-06 12:44:00;0.434;0.0;0.0;1.0
2009-06-06 12:45:00;0.434;0.0;0.0;0.0
2009-06-06 12:46:00;0.438;0.0;0.0;1.0
2009-06-06 12:47:00;0.436;0.0;0.0;1.0
2009-06-06 12:48:00;0.438;0.0;0.0;0.0
2009-06-06 12:49:00;0.434;0.0;0.0;1.0
2009-06-06 12:50:00;0.37;0.0;0.0;1.0
2009-06-06 12:51:00;0.364;0.0;0.0;0.0
2009-06-06 12:52:00;0.362;0.0;0.0;1.0
2009-06-06 12:53:00;0.568;0.0;0.0;1.0
2009-06-06 12:54:00;0.716;0.0;0.0;0.0
2009-06-06 12:55:00;0.514;0.0;0.0;1.0
2009-06-06 12:56:00;0.448;0.0;0.0;1.0
2009-06-06 12:57:00;0.444;0.0;0.0;0.0
2009-06-06 12:58:00;0.442;0.0;0.0;1.0
2009-06-06 12:59:00;0.442;0.0;0.0;1.0
2009-06-06 13:00:00;1.966;0.0;0.0;0.0
2009-06-06 13:01:00;2.06;0.0;0.0;1.0
2009-06-06 13:02:00;2.016;0.0;0.0;1.0
2009-06-06 13:03:00;1.722;0.0;0.0;0.0
2009-06-06 13:04:00;0.994;0.0;0.0;1.0
2009-06-06 13:05:00;1.69;0.0;0.0;0.0
2009-06-06 13:06:00;1.918;0.0;0.0;1.0
2009-06-06 13:07:00;1.892;0.0;0.0;1.0
2009-06-06 13:08:00;0.528;0.0;0.0;0.0
2009-06-06 13:09:00;0.542;0.0;0.0;1.0
2009-06-06 13:10:00;0.554;0.0;0.0;1.0
2009-06-06 13:11:00;0.552;0.0;0.0;0.0
2009-06-06 13:12:00;0.554;0.0;0.0;1.0
2009-06-06 13:13:00;0.548;0.0;0.0;1.0
2009-06-06 13:14:00;0.544;0.0;0.0;0.0
2009-06-06 13:15:00;0.548;0.0;0.0;1.0
2009-06-06 13:16:00;0.546;0.0;0.0;1.0
2009-06-06 13:17:00;0.586;0.0;0.0;0.0
2009-06-06 13:18:00;0.622;0.0;0.0;1.0
2009-06-06 13:19:00;0.622;0.0;0.0;1.0
2009-06-06 13:20:00;0.62;0.0;0.0;0.0
2009-06-06 13:21:00;1.922;0.0;0.0;1.0
2009-06-06 13:22:00;0.67;0.0;0.0;1.0
2009-06-06 13:23:00;0.618;0.0;0.0;0.0
2009-06-06 13:24:00;0.614;0.0;0.0;1.0
2009-06-06 13:25:00;0.612;0.0;0.0;1.0
2009-06-06 13:26:00;0.612;0.0;0.0;0.0
2009-06-06 13:27:00;0.612;0.0;0.0;1.0
2009-06-06 13:28:00;0.61;0.0;0.0;1.0
2009-06-06 13:29:00;0.61;0.0;0.0;0.0
2009-06-06 13:30:00;0.608;0.0;0.0;1.0
2009-06-06 13:31:00;0.606;0.0;0.0;1.0
2009-06-06 13:32:00;0.608;0.0;0.0;0.0
2009-06-06 13:33:00;0.612;0.0;0.0;1.0
2009-06-06 13:34:00;0.608;0.0;0.0;1.0
2009-06-06 13:35:00;0.63;0.0;0.0;0.0
2009-06-06 13:36:00;0.676;0.0;0.0;1.0
2009-06-06 13:37:00;0.758;1.0;0.0;1.0
2009-06-06 13:38:00;1.764;2.0;0.0;19.0
2009-06-06 13:39:00;1.756;1.0;0.0;19.0
2009-06-06 13:40:00;1.75;1.0;0.0;18.0
2009-06-06 13:41:00;1.732;1.0;0.0;19.0
2009-06-06 13:42:00;1.73;1.0;0.0;18.0
2009-06-06 13:43:00;1.722;1.0;0.0;18.0
2009-06-06 13:44:00;1.732;2.0;0.0;18.0
2009-06-06 13:45:00;1.626;1.0;0.0;19.0
2009-06-06 13:46:00;1.532;1.0;0.0;18.0
2009-06-06 13:47:00;1.53;1.0;0.0;18.0
2009-06-06 13:48:00;1.982;1.0;0.0;26.0
2009-06-06 13:49:00;2.11;2.0;0.0;28.0
2009-06-06 13:50:00;2.044;1.0;0.0;29.0
2009-06-06 13:51:00;2.028;1.0;0.0;29.0
2009-06-06 13:52:00;2.032;1.0;0.0;29.0
2009-06-06 13:53:00;1.662;1.0;0.0;24.0
