Datetime;Global_active_power;Sub_metering_1;Sub_metering_2;Sub_metering_3
2009-12-31 20:04:00;2.45;0.0;0.0;18.0
2009-12-31 20:05:00;2.458;0.0;0.0;18.0
2009-12-31 20:06:00;2.462;0.0;0.0;18.0
2009-12-31 20:07:00;2.462;0.0;0.0;18.0
2009-12-31 20:08:00;2.422;0.0;0.0;18.0
2009-12-31 20:09:00;2.428;0.0;0.0;18.0
2009-12-31 20:10:00;2.462;0.0;0.0;18.0
2009-12-31 20:11:00;2.526;0.0;0.0;18.0
2009-12-31 20:12:00;2.522;0.0;0.0;18.0
2009-12-31 20:13:00;2.528;0.0;0.0;18.0
2009-12-31 20:14:00;2.532;0.0;0.0;18.0
2009-12-31 20:15:00;2.514;0.0;0.0;18.0
2009-12-31 20:16:00;2.538;0.0;0.0;18.0
2009-12-31 20:17:00;2.568;0.0;0.0;18.0
2009-12-31 20:18:00;2.564;0.0;0.0;18.0
2009-12-31 20:19:00;2.562;0.0;0.0;18.0
2009-12-31 20:20:00;2.634;0.0;0.0;18.0
2009-12-31 20:21:00;2.662;0.0;0.0;18.0
2009-12-31 20:22:00;2.598;0.0;0.0;18.0
2009-12-31 20:23:00;2.516;0.0;0.0;18.0
2009-12-31 20:24:00;2.414;0.0;0.0;18.0
2009-12-31 20:25:00;2.604;0.0;0.0;18.0
2009-12-31 20:26:00;3.774;0.0;0.0;18.0
2009-12-31 20:27:00;3.692;0.0;0.0;18.0
2009-12-31 20:28:00;3.446;0.0;0.0;18.0
2009-12-31 20:29:00;3.3;0.0;0.0;18.0
2009-12-31 20:30:00;3.142;0.0;0.0;17.0
2009-12-31 20:31:00;3.15;0.0;0.0;18.0
2009-12-31 20:32:00;3.164;0.0;0.0;18.0
2009-12-31 20:33:00;3.112;0.0;0.0;18.0
2009-12-31 20:34:00;3.14;0.0;0.0;18.0
2009-12-31 20:35:00;3.104;0.0;0.0;18.0
2009-12-31 20:36:00;3.072;0.0;0.0;18.0
2009-12-31 20:37:00;3.002;0.0;0.0;18.0
2009-12-31 20:38:00;2.98;0.0;0.0;18.0
2009-12-31 20:39:00;2.972;0.0;0.0;18.0
2009-12-31 20:40:00;2.988;0.0;0.0;18.0
2009-12-31 20:41:00;3.018;0.0;0.0;18.0
2009-12-31 20:42:00;3.036;0.0;0.0;18.0
2009-12-31 20:43:00;3.046;0.0;0.0;18.0
2009-12-31 20:44:00;3.038;0.0;0.0;18.0
2009-12-31 20:45:00;3.022;0.0;0.0;18.0
2009-12-31 20:46:00;3.008;0.0;0.0;18.0
2009-12-31 20:47:00;3.024;0.0;0.0;18.0
2009-12-31 20:48:00;3.026;0.0;0.0;18.0
2009-12-31 20:49:00;3.042;0.0;0.0;18.0
2009-12-31 20:50:00;3.038;0.0;0.0;19.0
2009-12-31 20:51:00;3.032;0.0;0.0;18.0
2009-12-31 20:52:00;3.038;0.0;0.0;18.0
2009-12-31 20:53:00;3.004;0.0;0.0;18.0
2009-12-31 20:54:00;2.968;0.0;0.0;18.0
2009-12-31 20:55:00;2.944;0.0;0.0;17.0
2009-12-31 20:56:00;2.948;0.0;0.0;18.0
2009-12-31 20:57:00;2.98;0.0;0.0;18.0
2009-12-31 20:58:00;3.0;0.0;0.0;17.0
2009-12-31 20:59:00;3.1;0.0;0.0;18.0
2009-12-31 21:00:00;3.116;0.0;0.0;18.0
2009-12-31 21:01:00;3.08;0.0;0.0;18.0
2009-12-31 21:02:00;3.068;0.0;0.0;18.0
2009-12-31 21:03:00;3.054;0.0;0.0;18.0
2009-12-31 21:04:00;3.048;0.0;0.0;17.0
2009-12-31 21:05:00;3.05;0.0;0.0;18.0
2009-12-31 21:06:00;3.06;0.0;0.0;18.0
2009-12-31 21:07:00;3.062;0.0;0.0;18.0
2009-12-31 21:08:00;3.132;0.0;0.0;18.0
2009-12-31 21:09:00;3.128;0.0;0.0;18.0
2009-12-31 21:10:00;3.16;0.0;0.0;18.0
2009-12-31 21:11:00;3.138;0.0;0.0;17.0
2009-12-31 21:12:00;3.16;0.0;0.0;18.0
2009-12-31 21:13:00;3.164;0.0;0.0;18.0
2009-12-31 21:14:00;3.402;0.0;0.0;18.0
2009-12-31 21:15:00;3.224;0.0;0.0;18.0
2009-12-31 21:16:00;3.114;0.0;0.0;19.0
2009-12-31 21:17:00;3.072;0.0;0.0;17.0
2009-12-31 21:18:00;2.364;0.0;0.0;18.0
2009-12-31 21:19:00;1.94;0.0;0.0;18.0
2009-12-31 21:20:00;1.914;0.0;0.0;18.0
2009-12-31 21:21:00;2.326;0.0;0.0;18.0
2009-12-31 21:22:00;2.464;0.0;0.0;18.0
2009-12-31 21:23:00;2.506;0.0;0.0;17.0
2009-12-31 21:24:00;2.618;0.0;0.0;18.0
2009-12-31 21:25:00;2.78;0.0;0.0;18.0
2009-12-31 21:26:00;2.734;0.0;0.0;18.0
2009-12-31 21:27:00;2.718;0.0;0.0;18.0
2009-12-31 21:28:00;2.728;0.0;0.0;17.0
2009-12-31 21:29:00;2.736;0.0;0.0;18.0
2009-12-31 21:30:00;2.736;0.0;0.0;18.0
2009-12-31 21:31:00;2.74;0.0;0.0;18.0
2009-12-31 21:32:00;2.746;0.0;0.0;18.0
2009-12-31 21:33:00;2.738;0.0;0.0;18.0
2009-12-31 21:34:00;2.74;0.0;0.0;18.0
2009-12-31 21:35:00;2.73;0.0;0.0;18.0
2009-12-31 21:36:00;2.712;0.0;0.0;18.0
