Datetime,original,optimizado
2008-09-01 00:00:00,0.8930666666666666,1.0003375959630587
2008-09-01 01:00:00,0.3023666666666667,0.4096375959630587
2008-09-01 02:00:00,0.3482333333333333,0.4555042626297253
2008-09-01 03:00:00,0.3078666666666667,0.41513759596305877
2008-09-01 04:00:00,0.22676666666666667,0.3340375959630587
2008-09-01 05:00:00,0.2732,0.38047092929639204
2008-09-01 06:00:00,0.29883333333333334,0.40610426262972543
2008-09-01 07:00:00,1.8506666666666665,1.4188930142525935
2008-09-01 08:00:00,1.8690666666666667,1.4330001638179293
2008-09-01 09:00:00,1.351,1.458270929296392
2008-09-01 10:00:00,1.9789333333333334,2.0862042626297255
2008-09-01 11:00:00,1.6985,1.805770929296392
2008-09-01 12:00:00,1.5840333333333334,1.6913042626297254
2008-09-01 13:00:00,1.2027999999999999,1.310070929296392
2008-09-01 14:00:00,0.4388666666666667,0.5461375959630588
2008-09-01 15:00:00,0.47050000000000003,0.5777709292963921
2008-09-01 16:00:00,0.4177,0.5249709292963921
2008-09-01 17:00:00,0.4373666666666667,0.5446375959630587
2008-09-01 18:00:00,0.24863333333333332,0.3559042626297254
2008-09-01 19:00:00,0.2811,0.21551737732694748
2008-09-01 20:00:00,0.2781333333333333,0.2132428550238408
2008-09-01 21:00:00,0.9951666666666666,0.762987228755605
2008-09-01 22:00:00,2.0432,2.150470929296392
2008-09-01 23:00:00,0.9958333333333333,1.1031042626297254
2008-09-02 00:00:00,0.35553333333333337,0.4628042626297254
2008-09-02 01:00:00,0.2772,0.38447092929639204
2008-09-02 02:00:00,0.33266666666666667,0.4399375959630587
2008-09-02 03:00:00,0.3014,0.40867092929639204
2008-09-02 04:00:00,0.2749666666666667,0.38223759596305873
2008-09-02 05:00:00,0.2868,0.3940709292963921
2008-09-02 06:00:00,0.2970333333333333,0.4043042626297254
2008-09-02 07:00:00,1.1464666666666665,0.8789878662140437
2008-09-02 08:00:00,1.0176,0.7801867063959508
2008-09-02 09:00:00,0.27840000000000004,0.38567092929639213
2008-09-02 10:00:00,1.1412333333333333,1.2485042626297254
2008-09-02 11:00:00,1.7313,1.838570929296392
2008-09-02 12:00:00,1.4822,1.589470929296392
2008-09-02 13:00:00,1.1633666666666664,1.2706375959630585
2008-09-02 14:00:00,0.8907,0.9979709292963921
2008-09-02 15:00:00,0.31506666666666666,0.42233759596305875
2008-09-02 16:00:00,0.32333333333333336,0.4306042626297254
2008-09-02 17:00:00,1.6957333333333333,1.8030042626297254
2008-09-02 18:00:00,0.6754666666666667,0.7827375959630587
2008-09-02 19:00:00,2.4147666666666665,1.8513844854376917
2008-09-02 20:00:00,1.8329666666666666,1.4053225497250699
2008-09-02 21:00:00,2.0965333333333334,1.6073972446763534
2008-09-02 22:00:00,2.0563333333333333,2.1636042626297254
