Datetime,original,optimizado
2009-03-01 00:00:00,0.5600666666666666,0.6174235069517992
2009-03-01 01:00:00,0.36983333333333335,0.4271901736184659
2009-03-01 02:00:00,0.31970000000000004,0.3770568402851326
2009-03-01 03:00:00,0.36386666666666667,0.4212235069517992
2009-03-01 04:00:00,0.3246333333333334,0.38199017361846593
2009-03-01 05:00:00,0.32380000000000003,0.3811568402851326
2009-03-01 06:00:00,0.3407,0.39805684028513255
2009-03-01 07:00:00,0.7921,0.7037264426742426
2009-03-01 08:00:00,0.9467333333333333,0.8411075379722188
2009-03-01 09:00:00,3.2769,3.3342568402851325
2009-03-01 10:00:00,3.7329333333333334,3.790290173618466
2009-03-01 11:00:00,2.7387666666666663,2.796123506951799
2009-03-01 12:00:00,3.2165666666666666,3.273923506951799
2009-03-01 13:00:00,1.7253333333333332,1.7826901736184657
2009-03-01 14:00:00,2.0552333333333332,2.112590173618466
2009-03-01 15:00:00,4.1059833333333335,4.163340173618466
2009-03-01 16:00:00,4.3942,4.451556840285132
2009-03-01 17:00:00,1.3540333333333334,1.411390173618466
2009-03-01 18:00:00,1.6993666666666667,1.7567235069517992
2009-03-01 19:00:00,1.7948333333333333,1.594586134149501
2009-03-01 20:00:00,3.3943,3.015602404202981
2009-03-01 21:00:00,2.4389,2.166795128188625
2009-03-01 22:00:00,0.5611333333333334,0.6184901736184659
2009-03-01 23:00:00,0.37876666666666664,0.4361235069517992
2009-03-02 00:00:00,0.35096666666666665,0.4083235069517992
2009-03-02 01:00:00,0.33576666666666666,0.3931235069517992
2009-03-02 02:00:00,0.35233333333333333,0.4096901736184659
2009-03-02 03:00:00,0.8287,0.8860568402851325
2009-03-02 04:00:00,0.34886666666666666,0.4062235069517992
2009-03-02 05:00:00,0.33490000000000003,0.3922568402851326
2009-03-02 06:00:00,0.7596666666666666,0.8170235069517991
2009-03-02 07:00:00,2.203033333333333,1.9572437959341562
2009-03-02 08:00:00,1.4174666666666667,1.259321771168602
2009-03-02 09:00:00,1.4470333333333334,1.504390173618466
2009-03-02 10:00:00,1.6137666666666668,1.6711235069517993
2009-03-02 11:00:00,0.9443333333333332,1.0016901736184658
2009-03-02 12:00:00,0.7537333333333333,0.8110901736184658
2009-03-02 13:00:00,0.7188666666666667,0.7762235069517992
2009-03-02 14:00:00,0.6749333333333334,0.7322901736184659
2009-03-02 15:00:00,1.5749666666666668,1.6323235069517994
2009-03-02 16:00:00,1.9743666666666668,2.0317235069517996
2009-03-02 17:00:00,0.6303666666666667,0.6877235069517993
2009-03-02 18:00:00,0.5396,0.5969568402851325
2009-03-02 19:00:00,1.6762333333333332,1.4892181804805635
2009-03-02 20:00:00,2.7013666666666665,2.3999787333570377
2009-03-02 21:00:00,1.5148000000000001,1.3457957522572184
2009-03-02 22:00:00,0.5556,0.6129568402851325
2009-03-02 23:00:00,0.3723666666666666,0.4297235069517992
2009-03-03 00:00:00,0.31829999999999997,0.3756568402851325
